C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_16_839.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_16_839.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_16_839.jpg, 0, 0, 0, 7.701738E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_16_937.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_16_937.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_16_937.jpg, 0, 0, 0, 7.698597E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_044.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_044.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_044.jpg, 0, 0, 0, 7.711659E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_144.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_144.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_144.jpg, 0, 0, 0, 7.667371E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_248.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_248.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_248.jpg, 0, 0, 0, 7.683231E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_350.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_350.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_350.jpg, 0, 0, 0, 7.668878E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_451.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_451.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_451.jpg, 0, 0, 0, 7.674939E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_555.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_555.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_555.jpg, 0, 0, 0, 7.743142E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_658.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_658.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_658.jpg, 0, 0, 0, 7.781354E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_760.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_760.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_760.jpg, 0, 0, 0, 7.789432E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_864.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_864.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_864.jpg, 0, 0, 0, 7.650629E-05
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_17_967.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_17_967.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_17_967.jpg, 0, 0.3055089, 0, 0.2777561
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_071.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_071.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_071.jpg, 0, 0.6124794, 0, 0.7850946
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_179.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_179.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_179.jpg, 0, 0.9112058, 0, 1.785964
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_281.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_281.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_281.jpg, -0.2596476, 1, 0, 2.964607
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_389.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_389.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_389.jpg, 0, 1, 0, 4.369572
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_495.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_495.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_495.jpg, 0, 1, 0, 5.531176
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_598.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_598.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_598.jpg, 0, 1, 0, 6.682075
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_701.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_701.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_701.jpg, 0, 1, 0, 7.821811
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_804.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_804.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_804.jpg, 0, 1, 0, 8.950484
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_18_911.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_18_911.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_18_911.jpg, 0, 1, 0, 10.29033
C:\Users\qlstk_000\Desktop\data\IMG\center_2021_02_24_18_08_19_011.jpg, C:\Users\qlstk_000\Desktop\data\IMG\left_2021_02_24_18_08_19_011.jpg, C:\Users\qlstk_000\Desktop\data\IMG\right_2021_02_24_18_08_19_011.jpg, 0, 1, 0, 11.39476
